"","Start_Date","End_Date","Company","Lecture","Lecture_Comments","Responsive","Responsive_Comments","Student_Guide","Guide_Comment","Lab_Exercises","Lab_Comments","Classroom","Classroom_Comments","Computer","Computer_Comments","Network","Network_Comments","See_Hear","See_Hear_Comments","Years_Experience","Experience_Comments","IP_or_Telephony_Background","Background_Comments","Had_Knowledge_Skills","Knowledge_Skills_Comments","Metaswitch_Experience","Metaswitch_Exp_Comments","Attended__Appropriate_Time","Appropriate_Time_Comments","Learned_What_I_Needed","Learned_Comment","Recommend_Class","Recommend_Comments","Feedback","Instructor","Location","Course","Technical_Details"
"98","2016-07-15 4:35:55","2016-07-15 4:42:56","TEC","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","One to Five Years","","Telephony","","Agree","","2 to 5 years","","Yes","","Disagree","","Yes","","","  Jake Livingstone         ","Denver (DTC) ","System Overview ","  Disagree "
"99","2016-07-15 4:36:40","2016-07-15 4:46:18","Metaswitch","Strongly Agree","","Strongly Agree","","Agree","A few slides need updating. One of the first slides on the first day was outdated. Please make sure to correct them before the next class.","Agree","","Agree","It's a bit cold in the back of the class after lunch hours once the AC kicks in.","","","Agree","Ended up using my own laptop.","Agree","I can hear the instructors fine, but when a student asks questions it is very difficult to hear. It would be best for the instructors to reiterate the questions before answering them especially when students are not projecting their voices.","Six to Ten Years","","Both IP and Telephony","","Agree","I didn't get a chance to take the TRA TDM course.","2 to 5 years","","No","Wish I took this class last year before I got transitioned into the CE role. Glad I took it now though.","Agree","","Yes","I would consider sending team members who hasn't attended bootcamp to attend this class.","","  Jake Livingstone Jason Anderson        ","Dallas (DRTC) ","System Overview "," Agree  "
"100","2016-07-15 4:34:41","2016-07-15 4:47:58","Charter","Strongly Agree","very helpful and supportive","Strongly Agree","","Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","3 to 11 months","in my prior job - TW Telecom we used EAS - Metaswitch for our voice mail & auto attendant platforms that was my extent  of my Metaswitch exposure.","Yes","","Agree","","Yes","","None , the class was very helpful  and informative .","   Jason Anderson        and Jason Anderson fo parts  of the course ","Denver (DTC) ","System Overview ","Strongly Agree   "
"101","2016-07-15 4:35:29","2016-07-15 4:52:29","Encore Communications","Strongly Agree","","Strongly Agree","","Strongly Disagree","I don't think we got a student guide.  If it is the power point pdf, it is good information, but it is more of a bullet point informational guide.  I think there is a lot more information out on communities.  I think them pointing that out is helpful.    The lab book was accurate and straight forward.","Strongly Agree","","Disagree","It was on the warm side most days.","Strongly Agree","","Agree","On 7/14 there was latency with the Dallas switch, but I don't think that was due to the network here.","Strongly Agree","","Twenty One or More Years","","IP","","Strongly Agree","","Less than 3 months","No experience at all, other than looking at community postings.","Yes","","Strongly Agree","Great foundational course.","Yes","","1) Send out a confirmation of enrollment in the class a couple days prior to start.  Quite a few of us were flying in wondering if we were still actually enrolled.  Something like hey we're happy to see you in a couple of days..    2) Jason and Jake did an excellent job on the class.  ","  Jake Livingstone Jason Anderson        ","Denver (DTC) ","System Overview "," Agree  "
"102","2016-07-15 4:35:21","2016-07-15 4:43:38","Charter","Agree","","Agree","","Agree","","Agree","","Disagree","Front of the class was hot. I was freezing in the back of the class under the AC.  ","Agree","Had a small old monitor but the rest of the class had new larger ones.","Agree","","Agree","","Eleven to Twenty Years","","Telephony","","Agree","","12 to 23 months","","No","Needed this class a year ago. Now I need a more advanced class but was told I had to have this one first.","Agree","","Yes","New hires","Spend less time on telephony theory and more on the equipment.","  Jake Livingstone Jason Anderson        ","Denver (DTC) ","System Overview ","  Disagree "
"103","2016-07-15 4:34:26","2016-07-15 4:40:44","Fairpoint Communications","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","3 to 11 months","","No","No, I would have liked to take it earlier. But this is a great course","Strongly Agree","","Yes","","Both instructors were great. Jake a breath of knowledge and experience to convey","  Jake Livingstone Jason Anderson        ","Denver (DTC) ","System Overview ","Strongly Agree   "
"104","2016-07-15 4:34:35","2016-07-15 4:44:07","TDS Telecom","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","I feel both instructors did a great job teaching the class curriculum in a way that was understandable to all.  They were knowledgeable, helpful and did their best to ensure the class was fun.  I would highly recommend this class to others and feel their experience was the same as mine.","  Jake Livingstone Jason Anderson        ","Denver (DTC) ","Other (please specify) Metaswitch System Overview"," Agree  "
"105","2016-07-15 4:34:28","2016-07-15 4:41:37","WIN","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Agree","","Strongly Agree","","One to Five Years","","IP","","Agree","","3 to 11 months","","Yes","","Agree","","Yes","","Jason Anderson helped teach the class also. He was very helpful with all my questions and easy to talk talk to. Overall I am very impressed with the course and trainers.","  Jake Livingstone         ","Denver (DTC) ","System Overview "," Agree  "
"106","2016-07-15 4:34:55","2016-07-15 4:40:50","","Agree","","Agree","","Agree","","Agree","There could have been more of this. Having equipment in the class for students to use, would also be helpful. ","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Telephony","","Agree","","3 to 11 months","","Yes","","Disagree","","Yes","","N/A","  Jake Livingstone Jason Anderson        ","Denver (DTC) ","System Overview ","  Disagree "
"107","2016-07-15 4:34:41","2016-07-15 4:39:01","Telepacific","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Twenty One or More Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","Looking forward to having some instruction on the clustered CFS.    Thanks","  Jake Livingstone Jason Anderson        ","Denver (DTC) ","System Overview "," Agree  "
"108","2016-07-15 4:34:40","2016-07-15 4:42:54","Charter/Spectrum","Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Disagree","","Yes","There would need to be some changes   see below","1. There was way too much focus on Telecom Basics. Not only that but a huge focus on MF trunks.. I believe that the time spent on these things could have been much better utilized by going over the SOFTWARE .. My thoughts coming into this class were that this was an overview of MetaSwitch and not telecom.   2. I thought Jason did an amazing job instructing. My understanding is that he is new and just coming into this role.  GREAT JOB.. Jake, knew his stuff but the feeling around was that he was a bit condescending towards Jason. Maybe take the attitude down a notch.    ","  Jake Livingstone Jason Anderson        ","Denver (DTC) ","Other (please specify) Meta Overview"," Agree  "
"109","2016-07-15 4:34:32","2016-07-15 4:39:17","TEC","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Agree","","12 to 23 months","","Yes","","Strongly Agree","","Yes","","I really enjoyed the class and both instructors did really well and were super helpful...","  Jake Livingstone Jason Anderson        ","Denver (DTC) ","System Overview ","Strongly Agree   "
"110","2016-07-15 4:29:47","2016-07-15 4:30:35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","           "," ","Advanced Translations ","   "
"111","2016-07-15 4:00:24","2016-07-15 4:05:47","PRTC","Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","One to Five Years","","Telephony","","Agree","","2 to 5 years","","Yes","","Agree","","Yes","","","Genaro Islas           ","Dallas (DRTC) ","Translations (North American Numbering Plan version) "," Agree  "
"112","2016-07-15 3:59:52","2016-07-15 4:02:40","EPB","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Strongly Agree","","6 or more years","","No","Should have went sooner.","Strongly Agree","","Yes","","","Genaro Islas           ","Dallas (DRTC) ","Translations (North American Numbering Plan version) ","   "
"113","2016-07-14 14:37:18","2016-07-14 14:51:40","Servicios Alestra","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Agree","","Yes","","Thanks","Genaro Islas           ","Other (please specify) San Nicolas de los Garza Nuevo Leon, Mexico","Perimeta SBC Accelerated Deployment ","Strongly Agree   "
"114","2016-07-14 12:22:32","2016-07-14 12:30:03","Axtel","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Six to Ten Years","","IP","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","Genaro Islas           ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"115","2016-07-12 6:18:29","2016-07-12 6:23:02","Metaswitch","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","     Phil Aird      ","Enfield ","Translations (International version) ","Strongly Agree   "
"116","2016-07-12 6:19:20","2016-07-12 6:22:57","Msw","Agree","","","","Agree","","Agree","","","","","","","","Strongly Agree","","","","","","Strongly Agree","","","","Yes","","Strongly Agree","","Yes","","I found this class very useful","     Phil Aird      "," ","Translations (International version) "," Agree  "
"117","2016-07-08 4:16:04","2016-07-08 4:20:21","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Eleven to Twenty Years","","IP","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","     Phil Aird      ","Enfield ","Deployment Overview "," Agree  "
"118","2016-07-08 4:14:19","2016-07-08 4:21:05","SDT","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","One to Five Years","","IP","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","     Phil Aird      ","Enfield ","Deployment Overview "," Agree  "
"119","2016-07-08 4:15:03","2016-07-08 4:20:52","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","     Phil Aird      ","Enfield ","Deployment Overview ","Strongly Agree   "
"120","2016-07-08 4:14:17","2016-07-08 4:23:57","Verscom","Strongly Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","3 to 11 months","","Yes","","Disagree","There is no actual virutal enivornment to play deployment activities from scratch like installation phase,configuration phase,and learning & playing phase.We just learned last phase only.","Yes","But for first time players.","It is better to sperate this traning into the 3 phase like installation,confugration and modifcation.","     Phil Aird      ","Enfield ","Deployment Overview ","   "
"121","2016-07-08 4:14:11","2016-07-08 4:19:52","Metaswitch","Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","","","Less than 3 months","","No","On my own reasearch, done before the training, I had read most of the content of the course.","Agree","","Yes","","","     Phil Aird      ","Enfield ","Deployment Overview ","  Disagree "
"122","2016-07-08 4:14:16","2016-07-08 4:24:21","Metaswitch","Strongly Agree","","Strongly Agree","","Agree","","Agree","I found being able to play around with the lab environment useful.","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Less than One Year","","Neither","","Strongly Agree","","3 to 11 months","","No","As with Q11","Agree","","Yes","Preferably to new joiners in their first month or so","","     Phil Aird      ","Enfield ","Deployment Overview ","   "
"123","2016-07-01 4:53:31","2016-07-01 4:56:48","Metaswitch","Agree","","Strongly Agree","","Disagree","","Agree","","Disagree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","      Sunny Carter     ","Enfield ","Other (please specify) Clearwater core"," Agree  "
"124","2016-07-01 4:52:59","2016-07-01 4:56:37","CESG","Agree","","Agree","","Agree","","Agree","it's a shame we didn't get to make calls and look at the logs, that would have been very useful.","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Neither","","Agree","","Less than 3 months","","Yes","","Agree","","","","","      Sunny Carter     ","Enfield ","Other (please specify) clearwater core","   "
"125","2016-07-01 4:53:04","2016-07-01 4:56:14","CESG","Agree","","Strongly Agree","Sunny also went beyond and called experts to ask them my questions.","Agree","","Agree","","Agree","","Agree","N/A - own device","Agree","","Agree","","Eleven to Twenty Years","","IP","","Agree","","Less than 3 months","","No","We attempted to deploy just reading the docs instead of going on the course.","Strongly Agree","","Yes","","","      Sunny Carter     ","Enfield ","Other (please specify) Clearwater Core"," Agree  "
"126","2016-07-01 4:52:42","2016-07-01 4:55:42","","Strongly Agree","","Strongly Agree","","Agree","","Agree","Much less hands on than the Perimeta course. Go look at some logs etc. Probably because of what the CW core applicance is though","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","IP","","Strongly Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","      Sunny Carter     ","Enfield ","Other (please specify) Clearwater core"," Agree  "
"127","2016-07-01 4:51:54","2016-07-01 4:54:00","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Less than One Year","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","      Sunny Carter     ","Enfield ","Other (please specify) Clearwater Core","Strongly Agree   "
"128","2016-07-01 4:49:24","2016-07-01 4:57:28","","Strongly Agree","","Strongly Agree","","Agree","","Agree","Some lab exercises were excellent. I would suggest misconfiguring the core and then getting the class to fix it as an end-of-class workshop.","Agree","","","N/A","Agree","","Agree","","Six to Ten Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","      Sunny Carter     ","Other (please specify) Enfield","Perimeta SBC Accelerated Deployment "," Agree  "
"129","2016-07-01 4:47:00","2016-07-01 4:53:21","Metaswitch","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","      Sunny Carter     ","Enfield ","Perimeta SBC Accelerated Deployment "," Agree  "
"130","2016-07-01 4:46:36","2016-07-01 4:52:46","CESG","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","Own device","Agree","","Agree","","Eleven to Twenty Years","","IP","","Agree","","Less than 3 months","","No","We attempted to set up Metaswitch without the training and just reading the docs.","Agree","Would strongly agree but I'm sure I'll learn more as the deployment happens.","Yes","","There should be a section how to commission the product from 0.","      Sunny Carter     ","Enfield ","Perimeta SBC Accelerated Deployment "," Agree  "
"131","2016-07-01 4:47:09","2016-07-01 4:51:45","","Strongly Agree","Sunny was brilliant at explaining, but Phil was confusing.","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Disagree","WiFi was slow","Strongly Agree","","Less than One Year","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","     Phil Aird Sunny Carter     ","Enfield ","Perimeta SBC Accelerated Deployment "," Agree  "
"132","2016-07-01 4:47:02","2016-07-01 4:52:29","CESG","Agree","","Strongly Agree","","Agree","","Agree","very good to get hands on, would have loved to spend more time making calls and dissecting them in wireshark.","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Neither","","Agree","","Less than 3 months","","Yes","","Agree","for background understanding of practicalities of SIP this was very useful.","","","","     Phil Aird Sunny Carter     ","Enfield ","Perimeta SBC Accelerated Deployment "," Agree  "
"133","2016-07-01 4:46:55","2016-07-01 4:52:16","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Disagree","Wireless shonky at times - ethernet fine","Strongly Agree","","Eleven to Twenty Years","","IP","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","Phil Aird trained us on the middle day. He needs to improve his technical knowledge, pace and style of delivery. It was very obvious that we werent being trained by Sunny and that the standard of the course presentation had dipped significantly.    ","      Sunny Carter     ","Enfield ","Perimeta SBC Accelerated Deployment "," Agree  "
"134","2016-06-24 5:07:45","2016-06-24 5:14:43","Filer Mutual Telephone Co.","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Agree","","12 to 23 months","I have spent very little time with the SBC.","Yes","","Agree","","Yes","","","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"135","2016-06-24 5:08:27","2016-06-24 5:14:56","Nex-Tech","Agree","","Strongly Agree","","Disagree","Would be nice to have paper copy of entire course.","Strongly Agree","","Agree","AC quit one day but was repaired in a timely manner.","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Telephony","","Agree","","12 to 23 months","","Yes","","Agree","","Yes","","","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"136","2016-06-24 5:08:55","2016-06-24 5:16:37","Filer Mutual Telephone Company","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Disagree","Too hot when AC failed.","Agree","","Agree","","Agree","","Twenty One or More Years","","IP","","Agree","","2 to 5 years","","No","Our Metaswitch and Perimeta were commissioned 4 years ago.  This training would have been more beneficial prior to or immediately after commissioning.","Agree","","Yes","","I would actually prefer more customized training at our facility using our particular configuration.  The basic class content is good, but it is a bit ""generic.""","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"137","2016-06-24 5:07:51","2016-06-24 5:19:57","Rural Telephone/Nex-Tech","Agree","","Strongly Agree","","Agree","","Strongly Agree","More lab time would be better","Agree","Was good once the a/c was working, a lot of background noise","Strongly Agree","","Strongly Agree","","Disagree","I think all had trouble hearing at times","Twenty One or More Years","","Telephony","I am a dinosour","Agree","","2 to 5 years","","No","Would have liked to have had this class earlier in our company's deployment, others in our company were selected before me, which is ok","Agree","","Yes","","Rockies games as a group for people training in Denver","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"138","2016-06-24 5:08:53","2016-06-24 5:20:07","Finger Lakes Technologies Group","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","6 or more years","","Yes","","Agree","The class could have gone more into detail on configuration examples","Yes","","I feel there could have been more to the training dealing with different configuration examples. I also feel that a virtual environment where you set up a Perimeta from scratch would be more beneficial. I also believe it would be beneficial to supply us with a virtual machine that we can use after class. Our company is at the beginning stages of deploying our first Perimeta and I will not have access to a Perimeta for the next few months until the commissioning stage is done. I will have no way to keep fresh and practice what I learned until after commissioning is complete. ","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"139","2016-06-24 5:08:41","2016-06-24 5:18:50","Mid-Rivers","Agree","","Strongly Agree","","Agree","Would like to have a hard copy to write in for notes.  This is the 3rd class I've been too, and the first class that we didn't have hard copies of the material.","Agree","","Agree","AC went down for a day and it was 83 degrees in the class room","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Telephony","","Agree","","2 to 5 years","","No","I had already done many of the labs on my home network, ie diagnostics, service interfaces, adjacencies, etc.","Agree","","Yes","","For being in Telecom and with Metaswitch for 9 months, I think Jason did a pretty good job.  I'd like to see a more advanced troubleshooting class, or an advanced VOIP class.","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"140","2016-06-24 5:07:42","2016-06-24 5:14:58","Rural Telephone/Nex-tech","Strongly Agree","","Strongly Agree","","Disagree","Needs updated and all info correct","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Telephony","","Agree","","2 to 5 years","","No","It would be nice if my company would of gave me some time to work on our sbc before coming to class","Strongly Agree","","Yes","","Jason did a great job. Anytime someone had questions. He took the time to make sure they were all answered.","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"141","2016-06-24 5:07:42","2016-06-24 5:18:58","Jackson Energy Authority","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Agree","AC went out first part of week, Jason bought fans to cool it down the rest of the week. ","Strongly Agree","","Strongly Agree","","Strongly Agree","","One to Five Years","","IP","","Agree","","3 to 11 months","","Yes","","Agree","I learned quite a bit in this course, however, I feel I could have learned more if the course was separated out so that we spent more time understanding some of the configurations that are needed to be set up, as well as troubleshooting. I learned enough to begin troubleshooting, but not enough that I wont have to message the CSE's should I come across something we were not able to encounter in class. The point of this course in the end is to make me self sufficient enough in trying to troubleshoot and configure the SBC and I do not believe 1 week is enough time for both to be done. Would really like to see a separate course for troubleshooting. ","Yes","","PLEASE DO ANOTHER COURSE WEEK FOR TROUBLESHOOTING! ","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"142","2016-06-24 5:07:30","2016-06-24 5:12:22","WoW!","Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Agree","","2 to 5 years","","Yes","","Agree","","Yes","","","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"143","2016-06-24 5:07:18","2016-06-24 5:15:24","Telepacific Communications","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","We had one day where the A/C was not working, Next day instructor brought in fans and A/C was repaired.","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","As stated in a previous comment, there should be an advanced Perimeta course","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting ","  Disagree "
"144","2016-06-24 5:07:35","2016-06-24 5:12:41","City Of LaGrange","Strongly Agree","","Strongly Agree","Answered all questions thoroughly ","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Strongly Agree","","2 to 5 years","","Yes","","Agree","I would like to see an advanced Preimeta course where we can dive deeper into the different adjacencies and how things operate in a live environment, more in-depth and specific troubleshooting.","Yes","","Advanced Perimeta Class","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"145","2016-06-23 12:54:03","2016-06-23 13:07:06","BayRing/Oxford Networks","Strongly Agree","","Strongly Agree","Jason was able to answer my questions clearly and concisely. If he did not immediately know the answer, he was able to provide an answer before the end of the day.","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","6 or more years","","Yes","","Disagree","I would have liked to learned more about peering configurations as well built out a core adjacency. ","Yes","Yes, class not only provided configuration details on the Perimeta, but also a well done overview of the SIP Protocol.","I would like to see a training facility on the east coast. Having to travel across the US to attend training can sometime be a deterrent.","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"146","2016-06-17 5:28:44","2016-06-17 5:34:01","Windstream","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","    Dr. Michael Allen       ","On-site at my Company Location ","Other (please specify) windstream noc training","Strongly Agree   "
"147","2016-06-17 5:22:37","2016-06-17 5:31:32","Windstream","Strongly Agree","","Strongly Agree","I enjoyed the class. It was very informative. ","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Twenty One or More Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","    Dr. Michael Allen       ","On-site at my Company Location ","Other (please specify) Windstream NOC training"," Agree  "
"148","2016-06-17 5:23:08","2016-06-17 5:31:10","Windstream","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","No","I need this earlier","Strongly Agree","","Yes","","","    Dr. Michael Allen       ","On-site at my Company Location ","Other (please specify) Windstream NOC Training","Strongly Agree   "
"149","2016-06-17 5:21:23","2016-06-17 5:31:05","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Twenty One or More Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","no","    Dr. Michael Allen       ","Other (please specify) Live Oak FL.","Other (please specify) Windstream NOC Training"," Agree  "
"150","2016-06-17 5:21:28","2016-06-17 5:30:32","windstream","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Agree","I need better glasses","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","very informative class ","    Dr. Michael Allen       ","Other (please specify) Live Oak Fl.","Other (please specify) noc meta switch training","Strongly Agree   "
"151","2016-06-17 5:20:16","2016-06-17 5:27:04","Windstream","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","    Dr. Michael Allen       ","On-site at my Company Location ","Other (please specify) Windstream NOC Training","Strongly Agree   "
"152","2016-06-17 5:19:24","2016-06-17 5:26:29","Windstream","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Agree","","Yes","","Very Informative and useful course","    Dr. Michael Allen       ","Other (please specify) Live Oak Florida","Other (please specify) Windstream NOC Training","Strongly Agree   "
"153","2016-06-17 5:19:35","2016-06-17 5:26:29","Windstream","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","    Dr. Michael Allen       ","On-site at my Company Location ","Other (please specify) Windstream NOC Training"," Agree  "
"154","2016-06-17 5:19:17","2016-06-17 5:23:55","windstream","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","    Dr. Michael Allen       ","Other (please specify) live oak fla.","Other (please specify) windstream noc training","Strongly Agree   "
